Candidate_ID,Gender,Age,Education_Level,University_Type,Experience_Years,Application_Channel,Region,Role_Applied,Ticketing_Tool,Language_Proficiency,Live_Chat_Experience_Months,CSAT_Prior,Typing_Speed_WPM,Night_Shifts,Manager_Score,Interview_Sentiment,Stage_Reached,Offer_Result,Time_to_Hire_Days,Salary_Expectation_USD,Bias_Flag
CN9RFAHYT,Male,32,High School,Public,8.9,Career Site,North America,Customer Support Agent,Zendesk,B1,74,84.2,55,No,3.2,-0.5,Offer,Hired,24.0,1009,No
CMR4UCBRO,Female,42,Bachelor,Private,5.8,Career Site,Pacific,Customer Support Agent,Zendesk,B2,47,65.8,36,Yes,4.1,-0.53,Offer,Not Hired,,1440,No
C4U1VMXWZ,Male,20,Bachelor,Public,7.4,Career Site,North America,Senior Support Agent,Other,C1,50,72.0,83,Yes,2.3,0.54,Offer,Not Hired,,1802,No
CGXK22W8T,Male,55,Master,Private,5.8,LinkedIn,Andean,Customer Support Agent,Salesforce,C1,52,74.4,52,Yes,3.2,0.44,Offer,Not Hired,,1124,No
CAV1DDJ4S,Female,40,Bachelor,Private,8.2,Referral,North America,Customer Support Agent,Salesforce,B2,65,90.1,56,No,3.7,1.62,Offer,Hired,24.0,1128,No
C95TYLDOV,Female,29,Master,Public,8.6,Job Board,Pacific,Senior Support Agent,Salesforce,B2,70,89.1,47,Yes,3.2,-0.01,Offer,Not Hired,,2265,No
CGHA063NV,Female,54,Bachelor,Public,6.3,LinkedIn,North America,Senior Support Agent,Salesforce,C1,55,80.1,52,Yes,2.5,-0.03,Offer,Not Hired,,1141,No
C8VKM0Q45,Male,25,Bootcamp,Private,5.6,Job Board,Caribbean,Customer Support Agent,Freshdesk,C1,47,78.1,51,No,1.6,1.55,Offer,Hired,34.0,1135,No
CB0NSJNLB,Female,54,Master,Public,3.3,Referral,Andean,Customer Support Agent,Zendesk,C1,33,88.1,55,No,4.4,1.14,Offer,Hired,30.0,1056,No
C2FNGFN77,Male,29,High School,Public,3.7,LinkedIn,Pacific,Customer Support Agent,Zendesk,B2,28,73.2,55,Yes,3.5,0.38,Offer,Not Hired,,1065,No
CNS9I8DIM,Female,33,High School,Public,2.9,LinkedIn,APAC,Senior Support Agent,Zendesk,C1,29,86.0,65,No,4.1,-1.15,Offer,Not Hired,,1738,No
CB34N4122,Non-binary,34,Bachelor,Public,5.4,LinkedIn,Andean,Customer Support Agent,Intercom,C1,44,85.4,58,Yes,4.0,-0.48,Offer,Not Hired,,1056,No
CUD7V68GO,Male,55,Bachelor,Public,1.9,Referral,North America,Customer Support Agent,Zendesk,B1,18,80.0,63,No,3.7,-0.7,Offer,Hired,21.0,1131,No
CGB8775XS,Male,28,Bachelor,Private,3.3,Job Board,Andean,Customer Support Agent,Zendesk,B2,29,85.5,55,Yes,3.1,0.28,Offer,Not Hired,,1096,No
C9TXH03YR,Female,54,High School,Public,0.0,Job Board,North America,Senior Support Agent,Intercom,B1,7,82.9,58,Yes,3.6,-0.21,Offer,Not Hired,,1365,No
CHBWY18R3,Male,31,Bachelor,Public,8.3,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,71,86.7,52,No,4.3,1.69,Offer,Not Hired,,1163,No
CZJ4BV7X7,Male,29,Bachelor,Private,3.2,LinkedIn,Pacific,Customer Support Agent,Zendesk,C1,23,71.6,67,Yes,3.4,-1.16,Offer,Not Hired,,1218,No
CCT2X5QYP,Female,42,High School,Public,5.0,Career Site,Caribbean,Customer Support Agent,Zendesk,B1,36,87.3,59,No,4.6,-0.8,Offer,Not Hired,,1011,Yes
C5EJDZIL4,Female,44,Bachelor,Public,7.6,LinkedIn,Andean,Senior Support Agent,Intercom,B2,61,90.8,53,Yes,2.3,0.47,Offer,Not Hired,,2176,No
CMFAI6T9H,Female,31,Bootcamp,Private,4.6,Referral,Caribbean,Customer Support Agent,Zendesk,B1,32,84.9,53,Yes,2.2,0.72,Offer,Not Hired,,1320,No
CMFOU3N1W,Female,23,Bachelor,Public,7.6,Job Board,Caribbean,Senior Support Agent,Zendesk,C2,54,87.3,54,No,4.0,-2.0,Offer,Hired,32.0,1915,No
CK6PF86B6,Female,33,Bachelor,Private,0.6,Job Board,North America,Customer Support Agent,Zendesk,C1,0,81.1,55,Yes,2.7,-1.31,Offer,Not Hired,,1237,No
C83JWTWWX,Female,38,Master,Private,10.0,Career Site,APAC,Customer Support Agent,Salesforce,B2,71,89.8,54,No,4.7,0.01,Offer,Not Hired,,1105,Yes
CSYSAB86V,Female,20,Bachelor,Public,6.6,Job Board,Pacific,Customer Support Agent,Zendesk,C1,65,83.2,48,No,4.2,1.47,Offer,Hired,11.0,1288,No
CG2FNLA3S,Male,21,Bachelor,Public,4.3,Recruiting Agency,APAC,Customer Support Agent,Zendesk,B1,30,73.1,64,Yes,4.4,1.95,Offer,Hired,28.0,1359,No
CLSAPSM3I,Female,52,Bachelor,Public,7.5,Career Site,Pacific,Customer Support Agent,Salesforce,C1,71,89.3,65,Yes,3.9,-0.12,Offer,Not Hired,,1233,No
CES5NB8PG,Female,20,Master,Private,0.8,LinkedIn,Andean,Senior Support Agent,Salesforce,C1,9,69.0,76,Yes,2.7,0.1,Offer,Not Hired,,1555,No
CWL7KTTIR,Male,34,Bootcamp,Public,3.0,LinkedIn,Andean,Customer Support Agent,Zendesk,B1,24,84.5,48,Yes,2.1,-0.5,Offer,Not Hired,,1093,No
CDX18LKTY,Female,47,Bootcamp,Private,7.6,Referral,Pacific,Senior Support Agent,Zendesk,C2,52,79.4,63,Yes,4.3,0.82,Offer,Hired,21.0,1846,No
C9AIJJQ5B,Female,31,Bachelor,Private,0.0,Referral,Caribbean,Customer Support Agent,Zendesk,B1,0,78.4,32,Yes,2.3,1.63,Offer,Not Hired,,1238,No
C3WWYE0IS,Female,37,Bootcamp,Private,5.3,Job Board,Europe,Customer Support Agent,Intercom,C1,54,83.9,65,No,4.4,1.38,Offer,Hired,29.0,1087,No
CYVLORB0D,Female,22,Bootcamp,Public,5.2,LinkedIn,North America,Customer Support Agent,Zendesk,B1,51,76.8,38,Yes,3.8,0.22,Offer,Not Hired,,1006,Yes
CQXC9NAXU,Male,48,High School,Private,8.9,LinkedIn,North America,Customer Support Agent,Salesforce,C1,73,86.8,43,No,3.2,-0.5,Offer,Not Hired,,1361,No
CX1R3NTFW,Female,42,Bachelor,Private,0.0,Referral,Pacific,Customer Support Agent,Salesforce,B1,0,82.5,59,Yes,3.6,0.26,Offer,Not Hired,,923,Yes
CJZ247EE7,Female,50,Bachelor,Public,8.0,Job Board,Pacific,Team Lead,Freshdesk,B1,58,77.6,48,Yes,3.6,1.49,Offer,Not Hired,,2061,Yes
CNAK4MCZH,Prefer_not_to_say,50,Bachelor,Private,2.3,Job Board,North America,Senior Support Agent,Zendesk,B2,13,92.8,46,Yes,3.2,-0.11,Offer,Not Hired,,1362,No
CMAVQ5MHF,Non-binary,31,Master,Public,2.6,Recruiting Agency,Andean,Senior Support Agent,Salesforce,C2,28,83.9,49,Yes,4.3,-1.38,Offer,Not Hired,,1459,No
CHQDO41W6,Female,20,Bachelor,Private,0.6,LinkedIn,Andean,Senior Support Agent,Intercom,B2,15,87.2,64,No,4.3,-0.07,Offer,Not Hired,,2018,No
C2X5E3K06,Female,31,Master,Public,1.0,Referral,Caribbean,Customer Support Agent,Salesforce,C1,9,93.4,44,Yes,3.4,-0.0,Offer,Hired,30.0,1311,No
CRDNO77U8,Male,24,Master,Public,4.8,Recruiting Agency,Andean,Customer Support Agent,Zendesk,B2,37,93.6,54,No,2.9,-1.39,Offer,Not Hired,,1088,No
CPO4YSQZ1,Male,38,Master,Private,0.9,Job Board,North America,Customer Support Agent,Intercom,C1,16,86.8,50,No,4.2,0.46,Offer,Not Hired,,1182,No
CRBDFQW2I,Male,24,Master,Public,5.7,Job Board,Andean,Senior Support Agent,Salesforce,B2,40,80.0,65,Yes,1.9,0.71,Offer,Not Hired,,1697,No
C2XBMK573,Female,53,Bachelor,Public,2.1,Job Board,Andean,Customer Support Agent,Other,B2,17,70.7,65,No,3.6,1.92,Offer,Not Hired,,903,Yes
CTRL1DJER,Female,41,Bachelor,Public,0.6,LinkedIn,APAC,Customer Support Agent,Freshdesk,C2,8,83.7,33,No,3.8,-0.95,Offer,Not Hired,,1466,No
CKHN4U366,Female,28,Bachelor,Private,2.4,Career Site,APAC,Senior Support Agent,Freshdesk,B2,14,90.9,68,Yes,2.7,0.91,Offer,Not Hired,,2051,No
CM568MIV7,Male,53,High School,Public,4.7,Job Board,Pacific,Customer Support Agent,Zendesk,B2,34,85.2,48,No,4.0,1.12,Offer,Not Hired,,1158,No
C6UFPZUMM,Male,47,Bachelor,Private,3.1,Job Board,Pacific,Senior Support Agent,Intercom,C2,21,54.7,58,Yes,3.3,0.72,Offer,Not Hired,,1482,No
CCKYI9CVR,Female,35,High School,Private,3.9,Job Board,Europe,Customer Support Agent,Salesforce,B2,40,89.4,44,No,2.9,-0.66,Offer,Not Hired,,1063,No
C35TWZSGP,Male,24,High School,Public,5.6,Referral,Andean,Senior Support Agent,Freshdesk,B2,56,90.0,59,Yes,4.0,-0.71,Offer,Hired,25.0,1523,No
CIQWHI3NH,Female,31,Master,Public,6.6,LinkedIn,Pacific,Senior Support Agent,Zendesk,B2,53,80.1,86,No,2.5,0.34,Offer,Not Hired,,1725,No
CZZ319UK5,Male,40,Bachelor,Public,3.0,Job Board,Andean,Customer Support Agent,Zendesk,C1,22,90.1,57,No,3.9,0.33,Offer,Hired,19.0,1151,No
CJK35M072,Non-binary,47,Bachelor,Private,1.1,Referral,Pacific,Customer Support Agent,Intercom,C2,5,87.1,49,No,1.9,-0.25,Offer,Not Hired,,1044,No
CAXG4C9GP,Male,28,Bachelor,Private,4.0,LinkedIn,APAC,Customer Support Agent,Salesforce,C1,32,76.8,52,No,3.5,1.41,Offer,Hired,31.0,860,No
CI3O0CQ67,Female,46,Bachelor,Private,5.0,Referral,Europe,Customer Support Agent,Zendesk,C1,37,92.5,37,Yes,3.3,-0.11,Offer,Not Hired,,1452,No
CHOOUTD1I,Male,29,Master,Private,0.0,Career Site,APAC,Customer Support Agent,Zendesk,B2,0,71.9,72,No,2.9,-1.45,Offer,Not Hired,,1139,No
CL4YO6OUI,Female,28,Bachelor,Private,1.5,Referral,North America,Customer Support Agent,Salesforce,B1,14,81.7,59,Yes,3.6,0.05,Offer,Not Hired,,1175,Yes
CGRU3O6VC,Male,35,Bachelor,Private,1.9,Referral,North America,Customer Support Agent,Freshdesk,B1,13,80.9,42,Yes,3.2,0.68,Offer,Hired,29.0,1030,No
C0UOQKWUQ,Female,24,Bachelor,Public,3.3,Job Board,Europe,Customer Support Agent,Zendesk,B1,25,75.6,43,Yes,4.0,0.56,Offer,Hired,27.0,842,No
CKORQLUIS,Male,33,Bachelor,Private,1.8,Career Site,North America,Customer Support Agent,Zendesk,B1,13,84.6,55,No,3.7,0.55,Offer,Not Hired,,1086,No
CEQ23Z0CM,Female,32,Bachelor,Public,5.6,Job Board,Pacific,Team Lead,Zendesk,C1,43,92.9,66,No,3.6,1.59,Offer,Not Hired,,2284,Yes
CX2U4JFDU,Female,29,PhD,Public,0.0,Career Site,Caribbean,Customer Support Agent,Zendesk,B1,0,92.0,41,Yes,3.5,-0.75,Offer,Not Hired,,1217,No
CXK20MI0Y,Female,47,Bachelor,Public,0.0,LinkedIn,North America,Customer Support Agent,Intercom,B1,5,87.8,68,No,3.0,-0.13,Offer,Hired,32.0,1250,No
CGJRSF8NN,Female,31,Bachelor,Public,2.9,Career Site,Andean,Customer Support Agent,Freshdesk,B2,13,68.6,54,No,3.1,1.64,Offer,Hired,35.0,1226,No
CC5I9R5GF,Female,44,Bachelor,Public,3.3,Career Site,Pacific,Customer Support Agent,Intercom,B2,36,71.7,44,Yes,3.5,-1.52,Offer,Not Hired,,1263,No
C23TB7O75,Male,45,Bachelor,Public,0.0,Referral,Andean,Senior Support Agent,Intercom,B1,1,83.3,49,Yes,3.2,0.2,Offer,Not Hired,,2160,No
C4YYTAN03,Female,43,PhD,Public,2.2,Job Board,North America,Customer Support Agent,Zendesk,B1,21,81.9,76,No,4.1,1.36,Offer,Hired,29.0,1164,No
CUZAQS6LI,Female,28,Master,Private,2.8,LinkedIn,Andean,Senior Support Agent,Zendesk,B2,27,78.3,38,No,3.4,1.34,Offer,Hired,21.0,1980,No
CMGUX28CI,Female,49,Bachelor,Public,2.8,Referral,Caribbean,Customer Support Agent,Zendesk,B2,18,97.4,46,Yes,3.6,0.84,Offer,Hired,28.0,1181,No
CKI3FB48I,Female,27,Bachelor,Public,4.2,LinkedIn,Pacific,Senior Support Agent,Zendesk,C1,28,83.1,66,Yes,2.3,0.87,Offer,Not Hired,,1215,No
CLSS9OAPU,Male,29,Bachelor,Private,2.1,LinkedIn,Andean,Senior Support Agent,Intercom,C1,11,86.4,58,Yes,4.0,-0.69,Offer,Not Hired,,1661,No
CSS73JMYO,Non-binary,51,High School,Private,7.6,Recruiting Agency,APAC,Senior Support Agent,Zendesk,C1,59,90.5,46,Yes,2.9,1.49,Offer,Not Hired,,1479,No
CPGJ042LE,Female,31,Bachelor,Private,5.1,LinkedIn,Pacific,Customer Support Agent,Intercom,C1,45,82.9,67,Yes,2.6,-0.83,Offer,Not Hired,,1138,No
CFOS66AZK,Male,44,Master,Public,1.7,Job Board,Caribbean,Customer Support Agent,Zendesk,C2,10,100.0,67,Yes,4.5,-0.78,Offer,Not Hired,,969,Yes
CHTBMTJVQ,Male,20,Bachelor,Public,4.0,Referral,Andean,Senior Support Agent,Zendesk,B2,36,74.8,59,Yes,3.8,0.6,Offer,Not Hired,,1854,No
C2GCTJZDU,Prefer_not_to_say,41,Bootcamp,Private,4.1,Referral,Europe,Customer Support Agent,Zendesk,C1,19,77.3,48,No,4.0,-0.19,Offer,Hired,35.0,1262,No
C9DK4TGH1,Female,51,Master,Public,7.0,Referral,North America,Customer Support Agent,Freshdesk,B2,54,75.0,50,Yes,3.6,0.44,Offer,Not Hired,,1299,Yes
C4MR2GH1G,Female,45,Master,Private,2.2,Referral,Pacific,Customer Support Agent,Intercom,B2,25,94.8,58,Yes,3.2,0.64,Offer,Not Hired,,1367,No
C1R9B8IB0,Male,40,Bachelor,Public,5.8,Job Board,Andean,Customer Support Agent,Salesforce,B2,45,88.9,39,Yes,3.1,1.85,Offer,Not Hired,,823,No
CT4DCU5O2,Male,50,Bachelor,Public,3.9,Recruiting Agency,North America,Customer Support Agent,Zendesk,B1,26,77.9,71,No,3.8,0.64,Offer,Hired,34.0,902,No
C65SZSYUS,Male,30,Bachelor,Private,7.7,Referral,APAC,Customer Support Agent,Intercom,C1,58,75.7,75,Yes,4.1,-0.31,Offer,Not Hired,,1583,No
CPX17WDVL,Male,32,Master,Public,7.2,Recruiting Agency,Pacific,Customer Support Agent,Salesforce,B1,39,93.5,52,Yes,3.3,0.86,Offer,Hired,17.0,1267,No
CACV8SQDY,Female,21,Bootcamp,Public,4.3,Job Board,Andean,Customer Support Agent,Zendesk,C1,28,85.2,59,Yes,4.8,-0.5,Offer,Hired,33.0,1137,No
CB439KFK2,Male,44,Bootcamp,Private,3.1,Job Board,Andean,Customer Support Agent,Zendesk,C1,31,93.6,69,No,3.2,1.07,Offer,Hired,25.0,1105,No
CH5FBH1VM,Male,45,Bachelor,Public,5.1,LinkedIn,Andean,Senior Support Agent,Zendesk,B2,37,81.9,78,Yes,2.3,0.31,Offer,Not Hired,,1686,No
CXXTSDJSE,Female,46,High School,Public,3.3,LinkedIn,North America,Customer Support Agent,Zendesk,B1,24,86.3,74,Yes,2.1,0.61,Offer,Hired,23.0,781,No
CRE2DDWHM,Male,46,Bachelor,Public,8.2,Career Site,APAC,Senior Support Agent,Salesforce,B2,52,84.9,34,No,2.1,-1.35,Offer,Not Hired,,1503,No
CLH1YIYZT,Female,23,Master,Public,4.0,Job Board,APAC,Customer Support Agent,Zendesk,B2,22,77.2,51,No,3.0,-1.78,Offer,Not Hired,,1082,No
CU7QNT4ZC,Male,43,Bootcamp,Private,2.7,Referral,Europe,Customer Support Agent,Freshdesk,C2,29,81.1,61,Yes,3.1,-1.1,Offer,Not Hired,,982,No
CQ0I934CU,Male,47,Bachelor,Public,2.6,Career Site,Andean,Senior Support Agent,Salesforce,C1,25,72.8,49,Yes,3.8,1.82,Offer,Not Hired,,1551,No
CTW4MTY11,Male,26,PhD,Public,0.6,Referral,APAC,Senior Support Agent,Zendesk,C1,0,86.0,76,No,3.3,-0.78,Offer,Hired,32.0,2352,No
CM9ARVCQV,Prefer_not_to_say,36,Bachelor,Public,5.2,Job Board,Caribbean,Senior Support Agent,Intercom,B2,38,88.5,75,No,3.9,0.91,Offer,Hired,21.0,1636,No
CVEJIXLU0,Female,52,Bachelor,Private,1.7,Referral,Caribbean,Senior Support Agent,Zendesk,C1,13,90.1,45,No,3.3,-0.33,Offer,Not Hired,,1771,No
C2G6FABH5,Female,34,Bachelor,Public,6.7,Career Site,North America,Senior Support Agent,Freshdesk,C1,46,87.8,53,No,3.3,0.03,Offer,Not Hired,,1762,No
CHYPBPBRU,Female,46,Bootcamp,Private,0.4,LinkedIn,Andean,Senior Support Agent,Zendesk,B1,0,81.0,46,No,2.9,0.21,Offer,Not Hired,,1850,No
CSK1VJPD7,Female,38,Bootcamp,Public,4.1,LinkedIn,Europe,Senior Support Agent,Zendesk,B2,32,94.7,53,No,4.3,1.73,Offer,Not Hired,,1578,Yes
C1KYYVB58,Female,43,Bachelor,Public,6.8,Job Board,APAC,Senior Support Agent,Zendesk,B1,58,89.7,52,Yes,2.2,0.78,Offer,Not Hired,,2018,No
C9970CQIH,Female,42,Bachelor,Private,0.0,LinkedIn,Europe,Customer Support Agent,Intercom,B2,4,93.1,66,No,3.5,0.6,Offer,Hired,25.0,1173,No
C33S0EH4Q,Female,43,Bachelor,Public,9.0,Career Site,Europe,Customer Support Agent,Intercom,C1,77,94.4,44,No,3.2,1.42,Offer,Hired,29.0,888,No
CTQH31YMX,Female,47,High School,Private,2.7,Job Board,Pacific,Customer Support Agent,Intercom,C1,12,81.1,24,No,3.8,-0.32,Offer,Not Hired,,1082,No
C8XRJSNWB,Female,52,Master,Private,4.2,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,34,85.4,36,Yes,3.3,1.21,Offer,Hired,28.0,1072,No
CG2NPTP1I,Male,29,High School,Private,5.3,LinkedIn,Europe,Senior Support Agent,Other,C2,41,88.6,43,Yes,3.3,1.06,Offer,Hired,29.0,1644,No
C1HNV5IVC,Female,53,Master,Public,5.7,Career Site,North America,Customer Support Agent,Zendesk,B1,45,73.3,47,No,3.1,1.05,Offer,Not Hired,,1184,No
CC1ZNWNJP,Male,42,Bachelor,Private,4.5,Job Board,APAC,Customer Support Agent,Salesforce,B1,35,73.3,57,No,4.3,0.11,Offer,Hired,29.0,1205,No
CL3OLT1J7,Non-binary,41,Bachelor,Public,6.4,Career Site,Andean,Senior Support Agent,Intercom,C2,47,72.1,42,Yes,3.3,-0.14,Offer,Not Hired,,1832,No
CQX8PH0AQ,Male,31,Bachelor,Private,5.1,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,C2,23,81.4,40,No,4.7,-0.53,Offer,Hired,32.0,1156,No
C9OYSHLSD,Female,34,Bootcamp,Public,8.4,Career Site,Caribbean,Senior Support Agent,Zendesk,C1,74,80.1,44,Yes,3.5,-0.48,Offer,Not Hired,,1722,No
COO4E4OXU,Female,43,Bachelor,Public,5.2,Job Board,North America,Customer Support Agent,Salesforce,B2,44,71.0,42,Yes,3.3,-0.58,Offer,Not Hired,,745,No
CK7IB1W6Q,Male,32,Bachelor,Public,8.9,Job Board,Europe,Customer Support Agent,Intercom,C2,62,83.8,48,No,3.2,0.58,Offer,Not Hired,,1228,No
CAAPI7E5H,Male,29,Bootcamp,Public,6.1,Referral,APAC,Customer Support Agent,Zendesk,C1,52,81.8,48,No,3.7,0.04,Offer,Not Hired,,1181,No
CEJFOLTTA,Female,49,Bachelor,Private,0.0,LinkedIn,Caribbean,Customer Support Agent,Salesforce,C1,0,91.5,63,Yes,2.9,0.64,Offer,Not Hired,,938,No
CEFHDLTLL,Female,34,Bachelor,Public,10.6,Recruiting Agency,Pacific,Customer Support Agent,Zendesk,B2,82,98.9,43,Yes,3.4,0.69,Offer,Not Hired,,1146,No
CQTLHOAR7,Male,42,Bootcamp,Public,2.3,Recruiting Agency,Andean,Customer Support Agent,Freshdesk,B2,14,85.8,51,Yes,3.3,-0.7,Offer,Hired,30.0,1207,No
CODZEGF59,Female,20,Bachelor,Private,7.7,Referral,Andean,Customer Support Agent,Intercom,C1,65,77.1,48,No,3.5,-0.73,Offer,Hired,32.0,1293,No
CUWXVT90D,Male,21,Bootcamp,Public,3.9,Career Site,Caribbean,Customer Support Agent,Salesforce,C1,26,87.4,65,No,3.5,0.04,Offer,Hired,26.0,1184,No
CO9OH5WUP,Female,50,Bachelor,Private,6.6,LinkedIn,North America,Senior Support Agent,Freshdesk,B2,46,82.5,53,No,3.6,-0.45,Offer,Not Hired,,1782,No
CENP7LFP9,Female,24,Bootcamp,Public,2.0,LinkedIn,Pacific,Customer Support Agent,Zendesk,B2,23,80.3,68,No,3.4,-0.54,Offer,Not Hired,,1256,No
CRNYXK8VC,Male,48,Bachelor,Public,5.4,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,C1,42,75.5,41,Yes,4.4,1.78,Offer,Hired,25.0,1049,No
CO7OUWZ5F,Female,52,Bachelor,Public,3.1,Referral,North America,Customer Support Agent,Zendesk,B2,24,78.5,54,Yes,3.6,-1.13,Offer,Not Hired,,1168,No
CSTFYEQLF,Male,36,Bachelor,Public,7.9,LinkedIn,Europe,Team Lead,Freshdesk,B2,67,81.2,48,No,5.0,2.0,Offer,Not Hired,,2176,No
C3IJ45BKZ,Female,51,Bachelor,Public,4.9,Referral,Andean,Senior Support Agent,Freshdesk,B1,35,88.8,40,Yes,3.3,0.51,Offer,Not Hired,,1983,No
C29TA5FEY,Female,34,Master,Private,6.2,LinkedIn,Caribbean,Team Lead,Salesforce,B1,47,86.6,54,Yes,4.0,1.14,Offer,Not Hired,,1821,Yes
CVCGVJYOV,Non-binary,54,Bachelor,Public,0.0,Job Board,North America,Senior Support Agent,Zendesk,C1,2,96.6,76,Yes,2.8,1.03,Offer,Not Hired,,1908,No
CRNMZSVUH,Female,27,Master,Private,3.6,Career Site,Europe,Customer Support Agent,Zendesk,B1,20,87.6,45,No,4.3,0.81,Offer,Not Hired,,1103,Yes
C6UZ57Y2Q,Female,34,Bachelor,Public,4.9,Job Board,Europe,Senior Support Agent,Freshdesk,B1,41,85.8,53,Yes,2.8,1.75,Offer,Not Hired,,1946,No
C0LZD6IXA,Non-binary,33,Bachelor,Private,4.4,LinkedIn,Andean,Customer Support Agent,Zendesk,C2,31,79.9,39,Yes,3.6,-0.72,Offer,Not Hired,,971,No
CF94IE39G,Male,48,High School,Public,6.3,Job Board,North America,Senior Support Agent,Zendesk,C1,56,74.3,37,No,3.1,0.11,Offer,Not Hired,,1723,No
CXK0PELT2,Male,20,Bachelor,Public,2.8,LinkedIn,APAC,Customer Support Agent,Zendesk,B1,26,77.7,46,Yes,3.6,-0.52,Offer,Not Hired,,1110,No
CA8X57FD1,Female,49,Bachelor,Public,3.9,Job Board,Pacific,Customer Support Agent,Freshdesk,B2,34,76.7,50,Yes,3.1,-1.28,Offer,Not Hired,,1172,No
CGFQ62SHM,Female,19,Master,Public,6.9,Job Board,Pacific,Senior Support Agent,Zendesk,C1,46,62.0,50,No,2.7,-0.35,Offer,Not Hired,,1433,No
CYFSALIY6,Male,30,Bachelor,Private,0.0,Referral,APAC,Senior Support Agent,Freshdesk,B2,0,73.9,52,No,3.1,1.94,Offer,Not Hired,,1862,No
CF2X86D0V,Female,41,Bachelor,Public,5.3,LinkedIn,Andean,Team Lead,Salesforce,B2,35,95.2,35,Yes,4.4,0.09,Offer,Not Hired,,1735,Yes
CEJ7TML4K,Female,24,Bootcamp,Public,2.9,Career Site,North America,Customer Support Agent,Freshdesk,B2,23,85.2,47,Yes,3.6,2.0,Offer,Hired,29.0,990,No
CFU9GJQHX,Male,37,High School,Private,1.4,Career Site,Europe,Customer Support Agent,Zendesk,B2,0,79.0,61,Yes,2.4,2.0,Offer,Not Hired,,842,No
CJEJ77SO3,Female,55,Master,Public,4.7,Job Board,Andean,Customer Support Agent,Zendesk,C1,28,85.5,39,Yes,4.1,2.0,Offer,Hired,32.0,1237,No
CGXYZHZW5,Female,49,Bootcamp,Public,7.0,Recruiting Agency,North America,Customer Support Agent,Zendesk,B1,63,67.0,51,No,2.7,1.96,Offer,Not Hired,,1166,No
CGW3K0DZV,Female,20,High School,Public,6.5,Career Site,Pacific,Customer Support Agent,Freshdesk,B2,54,84.8,59,No,3.8,2.0,Offer,Not Hired,,1175,Yes
CGC0IRC8T,Female,40,Master,Public,3.4,LinkedIn,Europe,Customer Support Agent,Intercom,B1,25,92.5,46,Yes,3.7,0.54,Offer,Hired,31.0,1343,No
C7FHVV273,Male,41,PhD,Public,6.1,Job Board,APAC,Senior Support Agent,Zendesk,B1,43,81.5,59,No,3.7,0.46,Offer,Not Hired,,1619,No
CFL6T5UBR,Male,21,Bachelor,Private,6.1,Referral,Europe,Customer Support Agent,Zendesk,B1,42,68.2,37,Yes,4.6,0.52,Offer,Not Hired,,1201,No
C3XEH491D,Female,43,Bachelor,Private,3.6,Referral,Andean,Senior Support Agent,Zendesk,C1,30,79.0,66,Yes,2.7,0.25,Offer,Hired,31.0,1717,No
CW3XVQIK0,Female,38,Master,Private,2.0,LinkedIn,Europe,Senior Support Agent,Zendesk,B1,14,92.4,59,No,3.7,0.38,Offer,Hired,24.0,1678,No
CCDO1XVTD,Male,44,Bootcamp,Public,2.1,Recruiting Agency,APAC,Customer Support Agent,Other,B2,26,84.3,56,Yes,4.2,0.93,Offer,Hired,35.0,1316,No
CLC11JKL6,Female,30,Bachelor,Public,6.0,Job Board,North America,Customer Support Agent,Zendesk,B1,47,71.1,68,Yes,2.8,-0.17,Offer,Not Hired,,1444,No
CR1QZTK5Z,Male,28,Bachelor,Private,3.7,LinkedIn,North America,Customer Support Agent,Zendesk,C1,30,100.0,51,No,2.8,-0.99,Offer,Not Hired,,1029,No
C18IDULPI,Non-binary,46,Master,Public,1.1,Referral,Andean,Customer Support Agent,Zendesk,B2,0,72.0,48,Yes,3.1,0.58,Offer,Hired,41.0,1238,No
COOM0VREU,Male,45,Master,Public,0.0,Referral,Europe,Senior Support Agent,Zendesk,C2,0,80.1,71,Yes,3.5,-0.37,Offer,Hired,17.0,1781,No
CGLOFOJ44,Female,24,Bachelor,Public,6.0,Job Board,Andean,Customer Support Agent,Zendesk,C1,49,74.2,77,Yes,2.3,-0.28,Offer,Not Hired,,1155,No
CAVXNQ2NC,Prefer_not_to_say,27,Bootcamp,Private,2.4,Career Site,Caribbean,Customer Support Agent,Zendesk,B2,17,73.9,47,Yes,3.7,0.12,Offer,Hired,41.0,1141,No
CNJNIF9EZ,Female,40,Bachelor,Public,4.7,Referral,APAC,Team Lead,Zendesk,C1,35,78.7,54,Yes,2.3,-0.08,Offer,Not Hired,,2280,No
CZW6AKGUW,Non-binary,49,Bachelor,Private,7.0,Referral,APAC,Senior Support Agent,Zendesk,B1,58,87.7,68,Yes,4.2,1.25,Offer,Hired,37.0,786,No
C6NI7Y1QQ,Male,26,Master,Public,0.4,Job Board,APAC,Senior Support Agent,Intercom,C2,12,92.4,54,Yes,3.7,0.1,Offer,Not Hired,,2091,No
CO0H9GQLX,Male,27,Bootcamp,Private,3.7,Referral,Pacific,Customer Support Agent,Freshdesk,C2,30,79.2,62,Yes,4.6,1.29,Offer,Hired,28.0,985,No
